QB,RB1,RB2,WR1,WR2,WR3,TE,DF,FX,Floor,Ceiling
Mahommes,Gurley,Wilson Jr.,Theilen,Godwin,Sutton,Kelce,Juaguars,2700,56,168
Mahommes,Gurley,Wilson Jr.,Baldwin,Sanders,Godwin,Kelce,Juaguars,2600,57,170
Mahommes,Gurley,Samuels,Theilen,Godwin,Sutton,Kelce,Juaguars,2800,56,167
Mahommes,Gurley,Samuels,Baldwin,Sanders,Godwin,Kelce,Juaguars,2700,57,169
Mahommes,McCaffrey,Peterson,Baldwin,Godwin,Sutton,Kelce,Juaguars,2800,59,170
Mahommes,McCaffrey,Wilson Jr.,Allen,Godwin,Sutton,Kelce,Juaguars,2600,56,171
Mahommes,McCaffrey,Wilson Jr.,Baldwin,Sanders,Godwin,Kelce,Juaguars,2900,57,170
Mahommes,McCaffrey,Samuels,Allen,Godwin,Sutton,Kelce,Juaguars,2700,56,170
Mahommes,McCaffrey,Samuels,Theilen,Sanders,Sutton,Kelce,Juaguars,2600,57,169
Mahommes,Elliot,Lindsay,Sanders,Godwin,Sutton,Kelce,Juaguars,2800,61,177
Mahommes,Elliot,Peterson,Theilen,Godwin,Sutton,Kelce,Juaguars,2700,59,171
Mahommes,Elliot,Peterson,Baldwin,Sanders,Godwin,Kelce,Juaguars,2600,60,173
Mahommes,Elliot,Wilson Jr.,Allen,Sanders,Sutton,Kelce,Juaguars,2800,57,172
Mahommes,Elliot,Wilson Jr.,Theilen,Sanders,Godwin,Kelce,Juaguars,2800,57,171
Mahommes,Elliot,Samuels,Allen,Sanders,Sutton,Kelce,Juaguars,2900,57,171
Mahommes,Elliot,Samuels,Theilen,Sanders,Godwin,Kelce,Juaguars,2900,57,170
Mahommes,Kamara,Chubb,Sanders,Godwin,Sutton,Kelce,Juaguars,2900,61,181
Mahommes,Kamara,Peterson,Allen,Godwin,Sutton,Kelce,Juaguars,2800,59,174
Mahommes,Kamara,Peterson,Theilen,Sanders,Sutton,Kelce,Juaguars,2700,60,173
Mahommes,Kamara,Wilson Jr.,Adams,Godwin,Sutton,Kelce,Juaguars,2800,58,173
Mahommes,Kamara,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Juaguars,2900,57,174
Mahommes,Kamara,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Juaguars,2900,58,168
Mahommes,Kamara,Samuels,Adams,Godwin,Sutton,Kelce,Juaguars,2900,58,172
Mahommes,Kamara,Samuels,Allen,Baldwin,Sutton,Kelce,Juaguars,2600,58,170
Mahommes,Kamara,Samuels,Theilen,Baldwin,Godwin,Kelce,Juaguars,2600,58,169
Mahommes,Chubb,Lindsay,Allen,Godwin,Sutton,Kelce,Juaguars,2700,60,179
Mahommes,Chubb,Lindsay,Theilen,Sanders,Sutton,Kelce,Juaguars,2600,61,178
Mahommes,Chubb,Peterson,Brown,Godwin,Sutton,Kelce,Juaguars,2600,59,175
Mahommes,Chubb,Peterson,Adams,Sanders,Sutton,Kelce,Juaguars,2700,60,177
Mahommes,Chubb,Peterson,Allen,Baldwin,Sutton,Kelce,Juaguars,2900,59,173
Mahommes,Chubb,Peterson,Theilen,Baldwin,Godwin,Kelce,Juaguars,2900,59,172
Mahommes,Chubb,Wilson Jr.,Hopkins,Sanders,Sutton,Kelce,Juaguars,2900,57,172
Mahommes,Chubb,Wilson Jr.,Brown,Sanders,Godwin,Kelce,Juaguars,2700,57,175
Mahommes,Chubb,Wilson Jr.,Adams,Baldwin,Sutton,Kelce,Juaguars,2900,58,172
Mahommes,Chubb,Wilson Jr.,Allen,Theilen,Godwin,Kelce,Juaguars,2700,56,173
Mahommes,Chubb,Samuels,Hopkins,Sanders,Godwin,Kelce,Juaguars,2600,57,173
Mahommes,Chubb,Samuels,Brown,Sanders,Godwin,Kelce,Juaguars,2800,57,174
Mahommes,Chubb,Samuels,Adams,Baldwin,Godwin,Kelce,Juaguars,2600,58,173
Mahommes,Chubb,Samuels,Allen,Theilen,Godwin,Kelce,Juaguars,2800,56,172
Mahommes,Lindsay,Peterson,Hopkins,Godwin,Sutton,Kelce,Juaguars,2800,59,170
Mahommes,Lindsay,Peterson,Adams,Sanders,Godwin,Kelce,Juaguars,2700,60,175
Mahommes,Lindsay,Peterson,Allen,Baldwin,Godwin,Kelce,Juaguars,2900,59,171
Mahommes,Lindsay,Peterson,Theilen,Baldwin,Sanders,Kelce,Juaguars,2800,60,170
Mahommes,Lindsay,Wilson Jr.,Hopkins,Sanders,Godwin,Kelce,Juaguars,2900,57,170
Mahommes,Lindsay,Wilson Jr.,Brown,Baldwin,Sutton,Kelce,Juaguars,2700,58,168
Mahommes,Lindsay,Wilson Jr.,Adams,Baldwin,Godwin,Kelce,Juaguars,2900,58,170
Mahommes,Lindsay,Wilson Jr.,Allen,Theilen,Sanders,Kelce,Juaguars,2600,57,171
Mahommes,Lindsay,Samuels,Hopkins,Baldwin,Sutton,Kelce,Juaguars,2600,58,166
Mahommes,Lindsay,Samuels,Brown,Baldwin,Sutton,Kelce,Juaguars,2800,58,167
Mahommes,Lindsay,Samuels,Adams,Theilen,Sutton,Kelce,Juaguars,2600,58,169
Mahommes,Lindsay,Samuels,Allen,Theilen,Sanders,Kelce,Juaguars,2700,57,170
Mahommes,Peterson,Wilson Jr.,Hopkins,Allen,Sutton,Kelce,Juaguars,2800,55,165
Mahommes,Peterson,Wilson Jr.,Hopkins,Theilen,Godwin,Kelce,Juaguars,2800,55,164
Mahommes,Peterson,Wilson Jr.,Brown,Allen,Godwin,Kelce,Juaguars,2600,55,168
Mahommes,Peterson,Wilson Jr.,Adams,Allen,Sanders,Kelce,Juaguars,2700,56,170
Mahommes,Peterson,Samuels,Hopkins,Allen,Sutton,Kelce,Juaguars,2900,55,164
Mahommes,Peterson,Samuels,Hopkins,Theilen,Godwin,Kelce,Juaguars,2900,55,163
Mahommes,Peterson,Samuels,Brown,Allen,Godwin,Kelce,Juaguars,2700,55,167
Mahommes,Peterson,Samuels,Brown,Theilen,Sanders,Kelce,Juaguars,2600,56,166
Mahommes,Peterson,Samuels,Adams,Allen,Sanders,Kelce,Juaguars,2800,56,169
Mahommes,Wilson Jr.,Samuels,Hopkins,Adams,Sutton,Kelce,Juaguars,2900,54,163
Mahommes,Wilson Jr.,Samuels,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2600,54,160
Mahommes,Wilson Jr.,Samuels,Brown,Adams,Godwin,Kelce,Juaguars,2700,54,166
Mahommes,Wilson Jr.,Samuels,Brown,Theilen,Baldwin,Kelce,Juaguars,2800,54,161
Brees,Gurley,Peterson,Baldwin,Godwin,Sutton,Kelce,Juaguars,2700,59,165
Brees,Gurley,Wilson Jr.,Theilen,Godwin,Sutton,Kelce,Juaguars,2900,56,163
Brees,Gurley,Wilson Jr.,Baldwin,Sanders,Godwin,Kelce,Juaguars,2800,57,165
Brees,Gurley,Samuels,Allen,Godwin,Sutton,Kelce,Juaguars,2600,56,165
Brees,Gurley,Samuels,Baldwin,Sanders,Godwin,Kelce,Juaguars,2900,57,164
Brees,McCaffrey,Wilson Jr.,Allen,Godwin,Sutton,Kelce,Juaguars,2800,56,166
Brees,McCaffrey,Wilson Jr.,Theilen,Sanders,Sutton,Kelce,Juaguars,2700,57,165
Brees,McCaffrey,Samuels,Allen,Godwin,Sutton,Kelce,Juaguars,2900,56,165
Brees,McCaffrey,Samuels,Theilen,Sanders,Sutton,Kelce,Juaguars,2800,57,164
Brees,Elliot,Chubb,Sanders,Godwin,Sutton,Kelce,Juaguars,2600,61,176
Brees,Elliot,Peterson,Theilen,Godwin,Sutton,Kelce,Juaguars,2900,59,166
Brees,Elliot,Peterson,Baldwin,Sanders,Godwin,Kelce,Juaguars,2800,60,168
Brees,Elliot,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Juaguars,2600,57,169
Brees,Elliot,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Juaguars,2600,58,163
Brees,Elliot,Samuels,Adams,Godwin,Sutton,Kelce,Juaguars,2600,58,167
Brees,Elliot,Samuels,Allen,Sanders,Godwin,Kelce,Juaguars,2700,57,168
Brees,Elliot,Samuels,Theilen,Baldwin,Sutton,Kelce,Juaguars,2700,58,162
Brees,Kamara,Lindsay,Baldwin,Godwin,Sutton,Kelce,Juaguars,2700,62,171
Brees,Kamara,Peterson,Theilen,Sanders,Sutton,Kelce,Juaguars,2900,60,168
Brees,Kamara,Wilson Jr.,Allen,Baldwin,Sutton,Kelce,Juaguars,2700,58,166
Brees,Kamara,Wilson Jr.,Theilen,Baldwin,Godwin,Kelce,Juaguars,2700,58,165
Brees,Kamara,Samuels,Adams,Sanders,Sutton,Kelce,Juaguars,2600,59,169
Brees,Kamara,Samuels,Allen,Baldwin,Sutton,Kelce,Juaguars,2800,58,165
Brees,Kamara,Samuels,Theilen,Baldwin,Godwin,Kelce,Juaguars,2800,58,164
Brees,Chubb,Lindsay,Allen,Godwin,Sutton,Kelce,Juaguars,2900,60,174
Brees,Chubb,Lindsay,Theilen,Sanders,Sutton,Kelce,Juaguars,2800,61,173
Brees,Chubb,Peterson,Hopkins,Godwin,Sutton,Kelce,Juaguars,2600,59,169
Brees,Chubb,Peterson,Brown,Godwin,Sutton,Kelce,Juaguars,2800,59,170
Brees,Chubb,Peterson,Adams,Sanders,Sutton,Kelce,Juaguars,2900,60,172
Brees,Chubb,Peterson,Allen,Baldwin,Godwin,Kelce,Juaguars,2700,59,170
Brees,Chubb,Peterson,Theilen,Baldwin,Sanders,Kelce,Juaguars,2600,60,169
Brees,Chubb,Wilson Jr.,Hopkins,Sanders,Godwin,Kelce,Juaguars,2700,57,169
Brees,Chubb,Wilson Jr.,Brown,Sanders,Godwin,Kelce,Juaguars,2900,57,170
Brees,Chubb,Wilson Jr.,Adams,Baldwin,Godwin,Kelce,Juaguars,2700,58,169
Brees,Chubb,Wilson Jr.,Allen,Theilen,Godwin,Kelce,Juaguars,2900,56,168
Brees,Chubb,Samuels,Hopkins,Sanders,Godwin,Kelce,Juaguars,2800,57,168
Brees,Chubb,Samuels,Brown,Baldwin,Sutton,Kelce,Juaguars,2600,58,166
Brees,Chubb,Samuels,Adams,Baldwin,Godwin,Kelce,Juaguars,2800,58,168
Brees,Lindsay,Peterson,Brown,Sanders,Sutton,Kelce,Juaguars,2700,60,168
Brees,Lindsay,Peterson,Adams,Sanders,Godwin,Kelce,Juaguars,2900,60,170
Brees,Lindsay,Peterson,Allen,Theilen,Sutton,Kelce,Juaguars,2700,59,166
Brees,Lindsay,Peterson,Allen,Baldwin,Sanders,Kelce,Juaguars,2600,60,168
Brees,Lindsay,Wilson Jr.,Hopkins,Baldwin,Sutton,Kelce,Juaguars,2700,58,162
Brees,Lindsay,Wilson Jr.,Brown,Baldwin,Sutton,Kelce,Juaguars,2900,58,163
Brees,Lindsay,Wilson Jr.,Adams,Theilen,Sutton,Kelce,Juaguars,2700,58,165
Brees,Lindsay,Wilson Jr.,Adams,Baldwin,Sanders,Kelce,Juaguars,2600,59,167
Brees,Lindsay,Wilson Jr.,Allen,Theilen,Sanders,Kelce,Juaguars,2800,57,166
Brees,Lindsay,Samuels,Hopkins,Baldwin,Sutton,Kelce,Juaguars,2800,58,161
Brees,Lindsay,Samuels,Brown,Baldwin,Godwin,Kelce,Juaguars,2600,58,164
Brees,Lindsay,Samuels,Adams,Theilen,Sutton,Kelce,Juaguars,2800,58,164
Brees,Lindsay,Samuels,Adams,Baldwin,Sanders,Kelce,Juaguars,2700,59,166
Brees,Lindsay,Samuels,Allen,Theilen,Sanders,Kelce,Juaguars,2900,57,165
Brees,Peterson,Wilson Jr.,Hopkins,Allen,Godwin,Kelce,Juaguars,2600,55,162
Brees,Peterson,Wilson Jr.,Brown,Allen,Godwin,Kelce,Juaguars,2800,55,163
Brees,Peterson,Wilson Jr.,Brown,Theilen,Sanders,Kelce,Juaguars,2700,56,162
Brees,Peterson,Wilson Jr.,Adams,Allen,Sanders,Kelce,Juaguars,2900,56,165
Brees,Peterson,Samuels,Hopkins,Allen,Godwin,Kelce,Juaguars,2700,55,161
Brees,Peterson,Samuels,Hopkins,Theilen,Sanders,Kelce,Juaguars,2600,56,160
Brees,Peterson,Samuels,Brown,Allen,Godwin,Kelce,Juaguars,2900,55,162
Brees,Peterson,Samuels,Brown,Theilen,Sanders,Kelce,Juaguars,2800,56,161
Brees,Peterson,Samuels,Adams,Theilen,Baldwin,Kelce,Juaguars,2600,57,160
Brees,Wilson Jr.,Samuels,Hopkins,Adams,Godwin,Kelce,Juaguars,2700,54,160
Brees,Wilson Jr.,Samuels,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2800,54,155
Brees,Wilson Jr.,Samuels,Brown,Adams,Godwin,Kelce,Juaguars,2900,54,161
Brees,Wilson Jr.,Samuels,Brown,Allen,Baldwin,Kelce,Juaguars,2600,54,159
Brady,Gurley,Lindsay,Sanders,Godwin,Sutton,Kelce,Juaguars,2800,58,170
Brady,Gurley,Peterson,Theilen,Godwin,Sutton,Kelce,Juaguars,2700,56,164
Brady,Gurley,Peterson,Baldwin,Sanders,Godwin,Kelce,Juaguars,2600,57,166
Brady,Gurley,Wilson Jr.,Allen,Sanders,Sutton,Kelce,Juaguars,2800,54,165
Brady,Gurley,Wilson Jr.,Theilen,Sanders,Godwin,Kelce,Juaguars,2800,54,164
Brady,Gurley,Samuels,Allen,Sanders,Sutton,Kelce,Juaguars,2900,54,164
Brady,Gurley,Samuels,Theilen,Sanders,Godwin,Kelce,Juaguars,2900,54,163
Brady,McCaffrey,Chubb,Sanders,Godwin,Sutton,Kelce,Juaguars,2700,58,174
Brady,McCaffrey,Peterson,Allen,Godwin,Sutton,Kelce,Juaguars,2600,56,167
Brady,McCaffrey,Peterson,Baldwin,Sanders,Godwin,Kelce,Juaguars,2900,57,166
Brady,McCaffrey,Wilson Jr.,Adams,Godwin,Sutton,Kelce,Juaguars,2600,55,166
Brady,McCaffrey,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Juaguars,2700,54,167
Brady,McCaffrey,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Juaguars,2700,55,161
Brady,McCaffrey,Samuels,Adams,Godwin,Sutton,Kelce,Juaguars,2700,55,165
Brady,McCaffrey,Samuels,Allen,Sanders,Godwin,Kelce,Juaguars,2800,54,166
Brady,McCaffrey,Samuels,Theilen,Baldwin,Sutton,Kelce,Juaguars,2800,55,160
Brady,Elliot,Chubb,Baldwin,Godwin,Sutton,Kelce,Juaguars,2600,59,172
Brady,Elliot,Peterson,Allen,Sanders,Sutton,Kelce,Juaguars,2800,57,168
Brady,Elliot,Peterson,Theilen,Sanders,Godwin,Kelce,Juaguars,2800,57,167
Brady,Elliot,Wilson Jr.,Brown,Godwin,Sutton,Kelce,Juaguars,2700,55,165
Brady,Elliot,Wilson Jr.,Adams,Sanders,Sutton,Kelce,Juaguars,2800,56,167
Brady,Elliot,Wilson Jr.,Allen,Baldwin,Godwin,Kelce,Juaguars,2600,55,165
Brady,Elliot,Samuels,Hopkins,Godwin,Sutton,Kelce,Juaguars,2600,55,163
Brady,Elliot,Samuels,Brown,Godwin,Sutton,Kelce,Juaguars,2800,55,164
Brady,Elliot,Samuels,Adams,Sanders,Sutton,Kelce,Juaguars,2900,56,166
Brady,Elliot,Samuels,Allen,Baldwin,Godwin,Kelce,Juaguars,2700,55,164
Brady,Elliot,Samuels,Theilen,Baldwin,Sanders,Kelce,Juaguars,2600,56,163
Brady,Kamara,Chubb,Baldwin,Sanders,Sutton,Kelce,Juaguars,2600,60,174
Brady,Kamara,Lindsay,Theilen,Godwin,Sutton,Kelce,Juaguars,2700,59,170
Brady,Kamara,Lindsay,Baldwin,Sanders,Godwin,Kelce,Juaguars,2600,60,172
Brady,Kamara,Peterson,Adams,Godwin,Sutton,Kelce,Juaguars,2800,58,169
Brady,Kamara,Peterson,Allen,Sanders,Godwin,Kelce,Juaguars,2900,57,170
Brady,Kamara,Peterson,Theilen,Baldwin,Sutton,Kelce,Juaguars,2900,58,164
Brady,Kamara,Wilson Jr.,Brown,Sanders,Sutton,Kelce,Juaguars,2700,56,167
Brady,Kamara,Wilson Jr.,Adams,Sanders,Godwin,Kelce,Juaguars,2900,56,169
Brady,Kamara,Wilson Jr.,Allen,Theilen,Sutton,Kelce,Juaguars,2700,55,165
Brady,Kamara,Wilson Jr.,Allen,Baldwin,Sanders,Kelce,Juaguars,2600,56,167
Brady,Kamara,Samuels,Hopkins,Sanders,Sutton,Kelce,Juaguars,2600,56,165
Brady,Kamara,Samuels,Brown,Sanders,Sutton,Kelce,Juaguars,2800,56,166
Brady,Kamara,Samuels,Adams,Baldwin,Sutton,Kelce,Juaguars,2600,57,165
Brady,Kamara,Samuels,Allen,Theilen,Sutton,Kelce,Juaguars,2800,55,164
Brady,Kamara,Samuels,Allen,Baldwin,Sanders,Kelce,Juaguars,2700,56,166
Brady,Chubb,Lindsay,Adams,Godwin,Sutton,Kelce,Juaguars,2700,59,174
Brady,Chubb,Lindsay,Allen,Sanders,Godwin,Kelce,Juaguars,2800,58,175
Brady,Chubb,Lindsay,Theilen,Baldwin,Sutton,Kelce,Juaguars,2800,59,169
Brady,Chubb,Peterson,Hopkins,Sanders,Sutton,Kelce,Juaguars,2900,57,168
Brady,Chubb,Peterson,Brown,Sanders,Godwin,Kelce,Juaguars,2700,57,171
Brady,Chubb,Peterson,Adams,Baldwin,Sutton,Kelce,Juaguars,2900,58,168
Brady,Chubb,Peterson,Allen,Theilen,Godwin,Kelce,Juaguars,2700,56,169
Brady,Chubb,Wilson Jr.,Hopkins,Baldwin,Godwin,Kelce,Juaguars,2700,55,165
Brady,Chubb,Wilson Jr.,Brown,Baldwin,Godwin,Kelce,Juaguars,2900,55,166
Brady,Chubb,Wilson Jr.,Adams,Allen,Sutton,Kelce,Juaguars,2700,55,169
Brady,Chubb,Wilson Jr.,Adams,Theilen,Godwin,Kelce,Juaguars,2700,55,168
Brady,Chubb,Samuels,Hopkins,Baldwin,Godwin,Kelce,Juaguars,2800,55,164
Brady,Chubb,Samuels,Brown,Theilen,Sutton,Kelce,Juaguars,2600,55,165
Brady,Chubb,Samuels,Adams,Allen,Sutton,Kelce,Juaguars,2800,55,168
Brady,Chubb,Samuels,Adams,Theilen,Godwin,Kelce,Juaguars,2800,55,167
Brady,Lindsay,Peterson,Hopkins,Sanders,Godwin,Kelce,Juaguars,2900,57,166
Brady,Lindsay,Peterson,Brown,Baldwin,Sutton,Kelce,Juaguars,2700,58,164
Brady,Lindsay,Peterson,Adams,Baldwin,Godwin,Kelce,Juaguars,2900,58,166
Brady,Lindsay,Peterson,Allen,Theilen,Sanders,Kelce,Juaguars,2600,57,167
Brady,Lindsay,Wilson Jr.,Hopkins,Theilen,Sutton,Kelce,Juaguars,2700,55,161
Brady,Lindsay,Wilson Jr.,Hopkins,Baldwin,Sanders,Kelce,Juaguars,2600,56,163
Brady,Lindsay,Wilson Jr.,Brown,Theilen,Sutton,Kelce,Juaguars,2900,55,162
Brady,Lindsay,Wilson Jr.,Brown,Baldwin,Sanders,Kelce,Juaguars,2800,56,164
Brady,Lindsay,Wilson Jr.,Adams,Allen,Godwin,Kelce,Juaguars,2700,55,167
Brady,Lindsay,Wilson Jr.,Adams,Theilen,Sanders,Kelce,Juaguars,2600,56,166
Brady,Lindsay,Wilson Jr.,Allen,Theilen,Baldwin,Kelce,Juaguars,2800,55,162
Brady,Lindsay,Samuels,Hopkins,Theilen,Sutton,Kelce,Juaguars,2800,55,160
Brady,Lindsay,Samuels,Hopkins,Baldwin,Sanders,Kelce,Juaguars,2700,56,162
Brady,Lindsay,Samuels,Brown,Allen,Sutton,Kelce,Juaguars,2600,55,164
Brady,Lindsay,Samuels,Brown,Theilen,Godwin,Kelce,Juaguars,2600,55,163
Brady,Lindsay,Samuels,Brown,Baldwin,Sanders,Kelce,Juaguars,2900,56,163
Brady,Lindsay,Samuels,Adams,Allen,Godwin,Kelce,Juaguars,2800,55,166
Brady,Lindsay,Samuels,Adams,Theilen,Sanders,Kelce,Juaguars,2700,56,165
Brady,Lindsay,Samuels,Allen,Theilen,Baldwin,Kelce,Juaguars,2900,55,161
Brady,Peterson,Wilson Jr.,Hopkins,Adams,Sutton,Kelce,Juaguars,2800,54,160
Brady,Peterson,Wilson Jr.,Hopkins,Allen,Sanders,Kelce,Juaguars,2900,53,161
Brady,Peterson,Wilson Jr.,Brown,Adams,Godwin,Kelce,Juaguars,2600,54,163
Brady,Peterson,Wilson Jr.,Brown,Theilen,Baldwin,Kelce,Juaguars,2700,54,158
Brady,Peterson,Wilson Jr.,Adams,Allen,Baldwin,Kelce,Juaguars,2900,54,161
Brady,Peterson,Samuels,Hopkins,Adams,Sutton,Kelce,Juaguars,2900,54,159
Brady,Peterson,Samuels,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2600,54,156
Brady,Peterson,Samuels,Brown,Adams,Godwin,Kelce,Juaguars,2700,54,162
Brady,Peterson,Samuels,Brown,Theilen,Baldwin,Kelce,Juaguars,2800,54,157
Brady,Wilson Jr.,Samuels,Hopkins,Brown,Godwin,Kelce,Juaguars,2900,51,157
Brady,Wilson Jr.,Samuels,Brown,Allen,Theilen,Kelce,Juaguars,2600,51,158
Mayfield,Gurley,Chubb,Sanders,Godwin,Sutton,Kelce,Juaguars,2600,58,172
Mayfield,Gurley,Peterson,Theilen,Godwin,Sutton,Kelce,Juaguars,2900,56,162
Mayfield,Gurley,Peterson,Baldwin,Sanders,Godwin,Kelce,Juaguars,2800,57,164
Mayfield,Gurley,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Juaguars,2600,54,165
Mayfield,Gurley,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Juaguars,2600,55,159
Mayfield,Gurley,Samuels,Adams,Godwin,Sutton,Kelce,Juaguars,2600,55,163
Mayfield,Gurley,Samuels,Allen,Sanders,Godwin,Kelce,Juaguars,2700,54,164
Mayfield,Gurley,Samuels,Theilen,Baldwin,Sutton,Kelce,Juaguars,2700,55,158
Mayfield,McCaffrey,Chubb,Sanders,Godwin,Sutton,Kelce,Juaguars,2900,58,172
Mayfield,McCaffrey,Peterson,Allen,Godwin,Sutton,Kelce,Juaguars,2800,56,165
Mayfield,McCaffrey,Peterson,Theilen,Sanders,Sutton,Kelce,Juaguars,2700,57,164
Mayfield,McCaffrey,Wilson Jr.,Adams,Godwin,Sutton,Kelce,Juaguars,2800,55,164
Mayfield,McCaffrey,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Juaguars,2900,54,165
Mayfield,McCaffrey,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Juaguars,2900,55,159
Mayfield,McCaffrey,Samuels,Adams,Godwin,Sutton,Kelce,Juaguars,2900,55,163
Mayfield,McCaffrey,Samuels,Allen,Baldwin,Sutton,Kelce,Juaguars,2600,55,161
Mayfield,McCaffrey,Samuels,Theilen,Baldwin,Godwin,Kelce,Juaguars,2600,55,160
Mayfield,Elliot,Chubb,Baldwin,Godwin,Sutton,Kelce,Juaguars,2800,59,170
Mayfield,Elliot,Lindsay,Baldwin,Sanders,Sutton,Kelce,Juaguars,2700,60,168
Mayfield,Elliot,Peterson,Allen,Sanders,Godwin,Kelce,Juaguars,2600,57,168
Mayfield,Elliot,Peterson,Theilen,Baldwin,Sutton,Kelce,Juaguars,2600,58,162
Mayfield,Elliot,Wilson Jr.,Hopkins,Godwin,Sutton,Kelce,Juaguars,2700,55,162
Mayfield,Elliot,Wilson Jr.,Brown,Godwin,Sutton,Kelce,Juaguars,2900,55,163
Mayfield,Elliot,Wilson Jr.,Adams,Sanders,Godwin,Kelce,Juaguars,2600,56,167
Mayfield,Elliot,Wilson Jr.,Allen,Baldwin,Godwin,Kelce,Juaguars,2800,55,163
Mayfield,Elliot,Wilson Jr.,Theilen,Baldwin,Sanders,Kelce,Juaguars,2700,56,162
Mayfield,Elliot,Samuels,Hopkins,Godwin,Sutton,Kelce,Juaguars,2800,55,161
Mayfield,Elliot,Samuels,Adams,Sanders,Godwin,Kelce,Juaguars,2700,56,166
Mayfield,Elliot,Samuels,Allen,Baldwin,Godwin,Kelce,Juaguars,2900,55,162
Mayfield,Elliot,Samuels,Theilen,Baldwin,Sanders,Kelce,Juaguars,2800,56,161
Mayfield,Kamara,Chubb,Baldwin,Sanders,Sutton,Kelce,Juaguars,2800,60,172
Mayfield,Kamara,Lindsay,Theilen,Godwin,Sutton,Kelce,Juaguars,2900,59,168
Mayfield,Kamara,Lindsay,Baldwin,Sanders,Godwin,Kelce,Juaguars,2800,60,170
Mayfield,Kamara,Peterson,Allen,Baldwin,Sutton,Kelce,Juaguars,2700,58,165
Mayfield,Kamara,Peterson,Theilen,Baldwin,Godwin,Kelce,Juaguars,2700,58,164
Mayfield,Kamara,Wilson Jr.,Hopkins,Sanders,Sutton,Kelce,Juaguars,2700,56,164
Mayfield,Kamara,Wilson Jr.,Brown,Sanders,Sutton,Kelce,Juaguars,2900,56,165
Mayfield,Kamara,Wilson Jr.,Adams,Baldwin,Sutton,Kelce,Juaguars,2700,57,164
Mayfield,Kamara,Wilson Jr.,Allen,Theilen,Sutton,Kelce,Juaguars,2900,55,163
Mayfield,Kamara,Wilson Jr.,Allen,Baldwin,Sanders,Kelce,Juaguars,2800,56,165
Mayfield,Kamara,Samuels,Hopkins,Sanders,Sutton,Kelce,Juaguars,2800,56,163
Mayfield,Kamara,Samuels,Brown,Sanders,Godwin,Kelce,Juaguars,2600,56,166
Mayfield,Kamara,Samuels,Adams,Baldwin,Sutton,Kelce,Juaguars,2800,57,163
Mayfield,Kamara,Samuels,Allen,Theilen,Godwin,Kelce,Juaguars,2600,55,164
Mayfield,Kamara,Samuels,Allen,Baldwin,Sanders,Kelce,Juaguars,2900,56,164
Mayfield,Chubb,Lindsay,Adams,Godwin,Sutton,Kelce,Juaguars,2900,59,172
Mayfield,Chubb,Lindsay,Allen,Baldwin,Sutton,Kelce,Juaguars,2600,59,170
Mayfield,Chubb,Lindsay,Theilen,Baldwin,Godwin,Kelce,Juaguars,2600,59,169
Mayfield,Chubb,Peterson,Hopkins,Sanders,Godwin,Kelce,Juaguars,2700,57,168
Mayfield,Chubb,Peterson,Brown,Sanders,Godwin,Kelce,Juaguars,2900,57,169
Mayfield,Chubb,Peterson,Adams,Baldwin,Godwin,Kelce,Juaguars,2700,58,168
Mayfield,Chubb,Peterson,Allen,Theilen,Godwin,Kelce,Juaguars,2900,56,167
Mayfield,Chubb,Wilson Jr.,Hopkins,Baldwin,Godwin,Kelce,Juaguars,2900,55,163
Mayfield,Chubb,Wilson Jr.,Brown,Theilen,Sutton,Kelce,Juaguars,2700,55,164
Mayfield,Chubb,Wilson Jr.,Brown,Baldwin,Sanders,Kelce,Juaguars,2600,56,166
Mayfield,Chubb,Wilson Jr.,Adams,Allen,Sutton,Kelce,Juaguars,2900,55,167
Mayfield,Chubb,Wilson Jr.,Adams,Theilen,Godwin,Kelce,Juaguars,2900,55,166
Mayfield,Chubb,Wilson Jr.,Allen,Theilen,Baldwin,Kelce,Juaguars,2600,55,164
Mayfield,Chubb,Samuels,Hopkins,Theilen,Sutton,Kelce,Juaguars,2600,55,162
Mayfield,Chubb,Samuels,Brown,Theilen,Sutton,Kelce,Juaguars,2800,55,163
Mayfield,Chubb,Samuels,Brown,Baldwin,Sanders,Kelce,Juaguars,2700,56,165
Mayfield,Chubb,Samuels,Adams,Allen,Godwin,Kelce,Juaguars,2600,55,168
Mayfield,Chubb,Samuels,Allen,Theilen,Baldwin,Kelce,Juaguars,2700,55,163
Mayfield,Lindsay,Peterson,Hopkins,Baldwin,Sutton,Kelce,Juaguars,2700,58,161
Mayfield,Lindsay,Peterson,Brown,Baldwin,Sutton,Kelce,Juaguars,2900,58,162
