QB,RB1,RB2,WR1,WR2,WR3,TE,DF,FX,Floor,Ceiling
Mayfield,Kamara,Lindsay,Adams,Allen,Baldwin,Lacross,Giants,2600,51,164
Mayfield,Kamara,Peterson,Brown,Allen,Theilen,Lacross,Giants,2700,48,159
Mayfield,Kamara,Wilson Jr.,Hopkins,Brown,Baldwin,Lacross,Giants,2700,47,155
Mayfield,Kamara,Wilson Jr.,Brown,Adams,Theilen,Lacross,Giants,2700,47,158
Mayfield,Kamara,Samuels,Hopkins,Brown,Baldwin,Lacross,Giants,2800,47,154
Mayfield,Kamara,Samuels,Hopkins,Adams,Theilen,Lacross,Giants,2600,47,156
Mayfield,Kamara,Samuels,Brown,Adams,Theilen,Lacross,Giants,2800,47,157
Mayfield,Chubb,Lindsay,Hopkins,Brown,Godwin,Lacross,Giants,2900,49,163
Mayfield,Chubb,Lindsay,Brown,Allen,Theilen,Lacross,Giants,2600,49,164
Mayfield,Chubb,Peterson,Hopkins,Adams,Theilen,Lacross,Giants,2900,48,159
Mayfield,Chubb,Peterson,Brown,Adams,Allen,Lacross,Giants,2700,48,163
Mayfield,Chubb,Wilson Jr.,Hopkins,Brown,Allen,Lacross,Giants,2900,45,158
Mayfield,Lindsay,Peterson,Hopkins,Brown,Theilen,Lacross,Giants,2700,48,155
Mayfield,Lindsay,Peterson,Hopkins,Adams,Allen,Lacross,Giants,2900,48,158
Jackson,Gurley,McCaffrey,Allen,Sanders,Sutton,Lacross,Giants,2900,44,160
Jackson,Gurley,McCaffrey,Theilen,Sanders,Godwin,Lacross,Giants,2900,44,159
Jackson,Gurley,Elliot,Adams,Sanders,Sutton,Lacross,Giants,2600,46,162
Jackson,Gurley,Elliot,Allen,Baldwin,Sutton,Lacross,Giants,2800,45,158
Jackson,Gurley,Elliot,Theilen,Baldwin,Godwin,Lacross,Giants,2800,45,157
Jackson,Gurley,Kamara,Hopkins,Godwin,Sutton,Lacross,Giants,2800,45,159
Jackson,Gurley,Kamara,Adams,Sanders,Godwin,Lacross,Giants,2700,46,164
Jackson,Gurley,Kamara,Allen,Baldwin,Godwin,Lacross,Giants,2900,45,160
Jackson,Gurley,Kamara,Theilen,Baldwin,Sanders,Lacross,Giants,2800,46,159
Jackson,Gurley,Chubb,Hopkins,Baldwin,Sutton,Lacross,Giants,2900,45,158
Jackson,Gurley,Chubb,Brown,Baldwin,Godwin,Lacross,Giants,2700,45,161
Jackson,Gurley,Chubb,Adams,Theilen,Sutton,Lacross,Giants,2900,45,161
Jackson,Gurley,Chubb,Adams,Baldwin,Sanders,Lacross,Giants,2800,46,163
Jackson,Gurley,Lindsay,Hopkins,Baldwin,Godwin,Lacross,Giants,2900,45,156
Jackson,Gurley,Lindsay,Brown,Theilen,Sutton,Lacross,Giants,2700,45,157
Jackson,Gurley,Lindsay,Brown,Baldwin,Sanders,Lacross,Giants,2600,46,159
Jackson,Gurley,Lindsay,Adams,Allen,Sutton,Lacross,Giants,2900,45,160
Jackson,Gurley,Lindsay,Adams,Theilen,Godwin,Lacross,Giants,2900,45,159
Jackson,Gurley,Lindsay,Allen,Theilen,Baldwin,Lacross,Giants,2600,45,157
Jackson,Gurley,Peterson,Hopkins,Adams,Sutton,Lacross,Giants,2600,44,155
Jackson,Gurley,Peterson,Hopkins,Allen,Sanders,Lacross,Giants,2700,43,156
Jackson,Gurley,Peterson,Brown,Adams,Sutton,Lacross,Giants,2800,44,156
Jackson,Gurley,Peterson,Brown,Allen,Sanders,Lacross,Giants,2900,43,157
Jackson,Gurley,Peterson,Adams,Allen,Baldwin,Lacross,Giants,2700,44,156
Jackson,Gurley,Wilson Jr.,Hopkins,Brown,Godwin,Lacross,Giants,2600,41,153
Jackson,Gurley,Wilson Jr.,Hopkins,Adams,Sanders,Lacross,Giants,2700,42,155
Jackson,Gurley,Wilson Jr.,Hopkins,Allen,Baldwin,Lacross,Giants,2900,41,151
Jackson,Gurley,Wilson Jr.,Brown,Adams,Sanders,Lacross,Giants,2900,42,156
Jackson,Gurley,Wilson Jr.,Adams,Allen,Theilen,Lacross,Giants,2900,41,154
Jackson,Gurley,Samuels,Hopkins,Brown,Godwin,Lacross,Giants,2700,41,152
Jackson,Gurley,Samuels,Hopkins,Adams,Sanders,Lacross,Giants,2800,42,154
Jackson,McCaffrey,Elliot,Hopkins,Godwin,Sutton,Lacross,Giants,2600,45,159
Jackson,McCaffrey,Elliot,Brown,Godwin,Sutton,Lacross,Giants,2800,45,160
Jackson,McCaffrey,Elliot,Adams,Sanders,Sutton,Lacross,Giants,2900,46,162
Jackson,McCaffrey,Elliot,Allen,Baldwin,Godwin,Lacross,Giants,2700,45,160
Jackson,McCaffrey,Elliot,Theilen,Baldwin,Sanders,Lacross,Giants,2600,46,159
Jackson,McCaffrey,Kamara,Hopkins,Sanders,Sutton,Lacross,Giants,2600,46,161
Jackson,McCaffrey,Kamara,Brown,Sanders,Sutton,Lacross,Giants,2800,46,162
Jackson,McCaffrey,Kamara,Adams,Baldwin,Sutton,Lacross,Giants,2600,47,161
Jackson,McCaffrey,Kamara,Allen,Theilen,Sutton,Lacross,Giants,2800,45,160
Jackson,McCaffrey,Kamara,Allen,Baldwin,Sanders,Lacross,Giants,2700,46,162
Jackson,McCaffrey,Chubb,Hopkins,Baldwin,Godwin,Lacross,Giants,2800,45,160
Jackson,McCaffrey,Chubb,Brown,Theilen,Sutton,Lacross,Giants,2600,45,161
Jackson,McCaffrey,Chubb,Adams,Allen,Sutton,Lacross,Giants,2800,45,164
Jackson,McCaffrey,Chubb,Adams,Theilen,Godwin,Lacross,Giants,2800,45,163
Jackson,McCaffrey,Lindsay,Hopkins,Theilen,Sutton,Lacross,Giants,2800,45,156
Jackson,McCaffrey,Lindsay,Hopkins,Baldwin,Sanders,Lacross,Giants,2700,46,158
Jackson,McCaffrey,Lindsay,Brown,Allen,Sutton,Lacross,Giants,2600,45,160
Jackson,McCaffrey,Lindsay,Brown,Theilen,Godwin,Lacross,Giants,2600,45,159
Jackson,McCaffrey,Lindsay,Brown,Baldwin,Sanders,Lacross,Giants,2900,46,159
Jackson,McCaffrey,Lindsay,Adams,Allen,Godwin,Lacross,Giants,2800,45,162
Jackson,McCaffrey,Lindsay,Adams,Theilen,Sanders,Lacross,Giants,2700,46,161
Jackson,McCaffrey,Lindsay,Allen,Theilen,Baldwin,Lacross,Giants,2900,45,157
Jackson,McCaffrey,Peterson,Hopkins,Adams,Sutton,Lacross,Giants,2900,44,155
Jackson,McCaffrey,Peterson,Hopkins,Theilen,Baldwin,Lacross,Giants,2600,44,152
Jackson,McCaffrey,Peterson,Brown,Adams,Godwin,Lacross,Giants,2700,44,158
Jackson,McCaffrey,Peterson,Brown,Theilen,Baldwin,Lacross,Giants,2800,44,153
Jackson,McCaffrey,Wilson Jr.,Hopkins,Brown,Godwin,Lacross,Giants,2900,41,153
Jackson,McCaffrey,Wilson Jr.,Brown,Allen,Theilen,Lacross,Giants,2600,41,154
Jackson,McCaffrey,Samuels,Brown,Allen,Theilen,Lacross,Giants,2700,41,153
Jackson,Elliot,Kamara,Hopkins,Sanders,Godwin,Lacross,Giants,2900,46,162
Jackson,Elliot,Kamara,Brown,Baldwin,Sutton,Lacross,Giants,2700,47,160
Jackson,Elliot,Kamara,Adams,Baldwin,Godwin,Lacross,Giants,2900,47,162
Jackson,Elliot,Kamara,Allen,Theilen,Sanders,Lacross,Giants,2600,46,163
Jackson,Elliot,Chubb,Hopkins,Allen,Sutton,Lacross,Giants,2700,45,162
Jackson,Elliot,Chubb,Hopkins,Theilen,Godwin,Lacross,Giants,2700,45,161
Jackson,Elliot,Chubb,Brown,Allen,Sutton,Lacross,Giants,2900,45,163
Jackson,Elliot,Chubb,Brown,Theilen,Godwin,Lacross,Giants,2900,45,162
Jackson,Elliot,Chubb,Adams,Allen,Sanders,Lacross,Giants,2600,46,167
Jackson,Elliot,Lindsay,Hopkins,Allen,Godwin,Lacross,Giants,2700,45,160
Jackson,Elliot,Lindsay,Hopkins,Theilen,Sanders,Lacross,Giants,2600,46,159
Jackson,Elliot,Lindsay,Brown,Allen,Godwin,Lacross,Giants,2900,45,161
Jackson,Elliot,Lindsay,Brown,Theilen,Sanders,Lacross,Giants,2800,46,160
Jackson,Elliot,Lindsay,Adams,Theilen,Baldwin,Lacross,Giants,2600,47,159
Jackson,Elliot,Peterson,Hopkins,Brown,Godwin,Lacross,Giants,2600,44,156
Jackson,Elliot,Peterson,Hopkins,Adams,Sanders,Lacross,Giants,2700,45,158
Jackson,Elliot,Peterson,Hopkins,Allen,Baldwin,Lacross,Giants,2900,44,154
Jackson,Elliot,Peterson,Brown,Adams,Sanders,Lacross,Giants,2900,45,159
Jackson,Elliot,Peterson,Adams,Allen,Theilen,Lacross,Giants,2900,44,157
Jackson,Elliot,Wilson Jr.,Hopkins,Adams,Baldwin,Lacross,Giants,2900,43,153
Jackson,Kamara,Chubb,Hopkins,Allen,Godwin,Lacross,Giants,2800,45,164
Jackson,Kamara,Chubb,Hopkins,Theilen,Sanders,Lacross,Giants,2700,46,163
Jackson,Kamara,Chubb,Brown,Theilen,Sanders,Lacross,Giants,2900,46,164
Jackson,Kamara,Chubb,Adams,Theilen,Baldwin,Lacross,Giants,2700,47,163
Jackson,Kamara,Lindsay,Hopkins,Adams,Sutton,Lacross,Giants,2600,47,161
Jackson,Kamara,Lindsay,Hopkins,Allen,Sanders,Lacross,Giants,2700,46,162
Jackson,Kamara,Lindsay,Brown,Adams,Sutton,Lacross,Giants,2800,47,162
Jackson,Kamara,Lindsay,Brown,Allen,Sanders,Lacross,Giants,2900,46,163
Jackson,Kamara,Lindsay,Adams,Allen,Baldwin,Lacross,Giants,2700,47,162
Jackson,Kamara,Peterson,Hopkins,Brown,Sanders,Lacross,Giants,2600,45,158
Jackson,Kamara,Peterson,Hopkins,Allen,Theilen,Lacross,Giants,2600,44,156
Jackson,Kamara,Peterson,Brown,Adams,Baldwin,Lacross,Giants,2600,46,158
Jackson,Kamara,Peterson,Brown,Allen,Theilen,Lacross,Giants,2800,44,157
Jackson,Kamara,Wilson Jr.,Hopkins,Brown,Baldwin,Lacross,Giants,2800,43,153
Jackson,Kamara,Wilson Jr.,Hopkins,Adams,Theilen,Lacross,Giants,2600,43,155
Jackson,Kamara,Wilson Jr.,Brown,Adams,Theilen,Lacross,Giants,2800,43,156
Jackson,Kamara,Samuels,Hopkins,Brown,Baldwin,Lacross,Giants,2900,43,152
Jackson,Kamara,Samuels,Hopkins,Adams,Theilen,Lacross,Giants,2700,43,154
Jackson,Kamara,Samuels,Brown,Adams,Theilen,Lacross,Giants,2900,43,155
Jackson,Chubb,Lindsay,Brown,Allen,Theilen,Lacross,Giants,2700,45,162
Jackson,Chubb,Peterson,Hopkins,Adams,Allen,Lacross,Giants,2600,44,160
Jackson,Chubb,Peterson,Brown,Adams,Allen,Lacross,Giants,2800,44,161
Jackson,Lindsay,Peterson,Hopkins,Brown,Theilen,Lacross,Giants,2800,44,153
Mahommes,Gurley,Chubb,Sanders,Godwin,Sutton,Kelce,Redskins,2900,55,175
Mahommes,Gurley,Peterson,Allen,Godwin,Sutton,Kelce,Redskins,2800,53,168
Mahommes,Gurley,Peterson,Theilen,Sanders,Sutton,Kelce,Redskins,2700,54,167
Mahommes,Gurley,Wilson Jr.,Adams,Godwin,Sutton,Kelce,Redskins,2800,52,167
Mahommes,Gurley,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Redskins,2900,51,168
Mahommes,Gurley,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Redskins,2900,52,162
Mahommes,Gurley,Samuels,Adams,Godwin,Sutton,Kelce,Redskins,2900,52,166
Mahommes,Gurley,Samuels,Allen,Baldwin,Sutton,Kelce,Redskins,2600,52,164
Mahommes,Gurley,Samuels,Theilen,Baldwin,Godwin,Kelce,Redskins,2600,52,163
Mahommes,McCaffrey,Lindsay,Baldwin,Godwin,Sutton,Kelce,Redskins,2800,56,170
Mahommes,McCaffrey,Peterson,Allen,Sanders,Sutton,Kelce,Redskins,2600,54,170
Mahommes,McCaffrey,Peterson,Theilen,Sanders,Godwin,Kelce,Redskins,2600,54,169
Mahommes,McCaffrey,Wilson Jr.,Adams,Sanders,Sutton,Kelce,Redskins,2600,53,169
Mahommes,McCaffrey,Wilson Jr.,Allen,Baldwin,Sutton,Kelce,Redskins,2800,52,165
Mahommes,McCaffrey,Wilson Jr.,Theilen,Baldwin,Godwin,Kelce,Redskins,2800,52,164
Mahommes,McCaffrey,Samuels,Brown,Godwin,Sutton,Kelce,Redskins,2600,52,166
Mahommes,McCaffrey,Samuels,Adams,Sanders,Sutton,Kelce,Redskins,2700,53,168
Mahommes,McCaffrey,Samuels,Allen,Baldwin,Sutton,Kelce,Redskins,2900,52,164
Mahommes,McCaffrey,Samuels,Theilen,Baldwin,Godwin,Kelce,Redskins,2900,52,163
Mahommes,Elliot,Chubb,Baldwin,Sanders,Sutton,Kelce,Redskins,2600,57,175
Mahommes,Elliot,Lindsay,Theilen,Godwin,Sutton,Kelce,Redskins,2700,56,171
Mahommes,Elliot,Lindsay,Baldwin,Sanders,Godwin,Kelce,Redskins,2600,57,173
Mahommes,Elliot,Peterson,Adams,Godwin,Sutton,Kelce,Redskins,2800,55,170
Mahommes,Elliot,Peterson,Allen,Sanders,Godwin,Kelce,Redskins,2900,54,171
Mahommes,Elliot,Peterson,Theilen,Baldwin,Sutton,Kelce,Redskins,2900,55,165
Mahommes,Elliot,Wilson Jr.,Brown,Sanders,Sutton,Kelce,Redskins,2700,53,168
Mahommes,Elliot,Wilson Jr.,Adams,Sanders,Godwin,Kelce,Redskins,2900,53,170
Mahommes,Elliot,Wilson Jr.,Allen,Theilen,Sutton,Kelce,Redskins,2700,52,166
Mahommes,Elliot,Wilson Jr.,Allen,Baldwin,Sanders,Kelce,Redskins,2600,53,168
Mahommes,Elliot,Samuels,Hopkins,Sanders,Sutton,Kelce,Redskins,2600,53,166
Mahommes,Elliot,Samuels,Brown,Sanders,Sutton,Kelce,Redskins,2800,53,167
Mahommes,Elliot,Samuels,Adams,Baldwin,Sutton,Kelce,Redskins,2600,54,166
Mahommes,Elliot,Samuels,Allen,Theilen,Sutton,Kelce,Redskins,2800,52,165
Mahommes,Elliot,Samuels,Allen,Baldwin,Sanders,Kelce,Redskins,2700,53,167
Mahommes,Kamara,Chubb,Theilen,Godwin,Sutton,Kelce,Redskins,2800,56,175
Mahommes,Kamara,Chubb,Baldwin,Sanders,Godwin,Kelce,Redskins,2700,57,177
Mahommes,Kamara,Lindsay,Allen,Godwin,Sutton,Kelce,Redskins,2800,56,174
Mahommes,Kamara,Lindsay,Theilen,Sanders,Sutton,Kelce,Redskins,2700,57,173
Mahommes,Kamara,Peterson,Brown,Godwin,Sutton,Kelce,Redskins,2700,55,170
Mahommes,Kamara,Peterson,Adams,Sanders,Sutton,Kelce,Redskins,2800,56,172
Mahommes,Kamara,Peterson,Allen,Baldwin,Godwin,Kelce,Redskins,2600,55,170
Mahommes,Kamara,Wilson Jr.,Hopkins,Sanders,Godwin,Kelce,Redskins,2600,53,169
Mahommes,Kamara,Wilson Jr.,Brown,Sanders,Godwin,Kelce,Redskins,2800,53,170
Mahommes,Kamara,Wilson Jr.,Adams,Baldwin,Godwin,Kelce,Redskins,2600,54,169
Mahommes,Kamara,Wilson Jr.,Allen,Theilen,Godwin,Kelce,Redskins,2800,52,168
Mahommes,Kamara,Samuels,Hopkins,Sanders,Godwin,Kelce,Redskins,2700,53,168
Mahommes,Kamara,Samuels,Brown,Sanders,Godwin,Kelce,Redskins,2900,53,169
Mahommes,Kamara,Samuels,Adams,Baldwin,Godwin,Kelce,Redskins,2700,54,168
Mahommes,Kamara,Samuels,Allen,Theilen,Godwin,Kelce,Redskins,2900,52,167
Mahommes,Chubb,Lindsay,Brown,Godwin,Sutton,Kelce,Redskins,2600,56,175
Mahommes,Chubb,Lindsay,Adams,Sanders,Sutton,Kelce,Redskins,2700,57,177
Mahommes,Chubb,Lindsay,Allen,Baldwin,Sutton,Kelce,Redskins,2900,56,173
Mahommes,Chubb,Lindsay,Theilen,Baldwin,Godwin,Kelce,Redskins,2900,56,172
Mahommes,Chubb,Peterson,Hopkins,Baldwin,Sutton,Kelce,Redskins,2600,55,168
Mahommes,Chubb,Peterson,Brown,Baldwin,Sutton,Kelce,Redskins,2800,55,169
Mahommes,Chubb,Peterson,Adams,Theilen,Sutton,Kelce,Redskins,2600,55,171
Mahommes,Chubb,Peterson,Allen,Theilen,Sanders,Kelce,Redskins,2700,54,172
Mahommes,Chubb,Wilson Jr.,Hopkins,Theilen,Sutton,Kelce,Redskins,2800,52,166
Mahommes,Chubb,Wilson Jr.,Hopkins,Baldwin,Sanders,Kelce,Redskins,2700,53,168
Mahommes,Chubb,Wilson Jr.,Brown,Allen,Sutton,Kelce,Redskins,2600,52,170
Mahommes,Chubb,Wilson Jr.,Brown,Theilen,Godwin,Kelce,Redskins,2600,52,169
Mahommes,Chubb,Wilson Jr.,Brown,Baldwin,Sanders,Kelce,Redskins,2900,53,169
Mahommes,Chubb,Wilson Jr.,Adams,Allen,Godwin,Kelce,Redskins,2800,52,172
Mahommes,Chubb,Wilson Jr.,Adams,Theilen,Sanders,Kelce,Redskins,2700,53,171
Mahommes,Chubb,Wilson Jr.,Allen,Theilen,Baldwin,Kelce,Redskins,2900,52,167
Mahommes,Chubb,Samuels,Hopkins,Theilen,Sutton,Kelce,Redskins,2900,52,165
Mahommes,Chubb,Samuels,Hopkins,Baldwin,Sanders,Kelce,Redskins,2800,53,167
Mahommes,Chubb,Samuels,Brown,Allen,Sutton,Kelce,Redskins,2700,52,169
Mahommes,Chubb,Samuels,Brown,Theilen,Godwin,Kelce,Redskins,2700,52,168
Mahommes,Chubb,Samuels,Adams,Allen,Godwin,Kelce,Redskins,2900,52,171
Mahommes,Chubb,Samuels,Adams,Theilen,Sanders,Kelce,Redskins,2800,53,170
Mahommes,Lindsay,Peterson,Hopkins,Baldwin,Godwin,Kelce,Redskins,2600,55,166
Mahommes,Lindsay,Peterson,Brown,Baldwin,Godwin,Kelce,Redskins,2800,55,167
Mahommes,Lindsay,Peterson,Adams,Allen,Sutton,Kelce,Redskins,2600,55,170
Mahommes,Lindsay,Peterson,Adams,Theilen,Godwin,Kelce,Redskins,2600,55,169
Mahommes,Lindsay,Peterson,Adams,Baldwin,Sanders,Kelce,Redskins,2900,56,169
Mahommes,Lindsay,Wilson Jr.,Hopkins,Allen,Sutton,Kelce,Redskins,2800,52,165
Mahommes,Lindsay,Wilson Jr.,Hopkins,Theilen,Godwin,Kelce,Redskins,2800,52,164
Mahommes,Lindsay,Wilson Jr.,Brown,Allen,Godwin,Kelce,Redskins,2600,52,168
Mahommes,Lindsay,Wilson Jr.,Adams,Allen,Sanders,Kelce,Redskins,2700,53,170
Mahommes,Lindsay,Samuels,Hopkins,Allen,Sutton,Kelce,Redskins,2900,52,164
Mahommes,Lindsay,Samuels,Hopkins,Theilen,Godwin,Kelce,Redskins,2900,52,163
Mahommes,Lindsay,Samuels,Brown,Allen,Godwin,Kelce,Redskins,2700,52,167
Mahommes,Lindsay,Samuels,Brown,Theilen,Sanders,Kelce,Redskins,2600,53,166
Mahommes,Lindsay,Samuels,Adams,Allen,Sanders,Kelce,Redskins,2800,53,169
Mahommes,Peterson,Wilson Jr.,Hopkins,Brown,Sutton,Kelce,Redskins,2700,51,161
Mahommes,Peterson,Wilson Jr.,Hopkins,Adams,Godwin,Kelce,Redskins,2900,51,163
Mahommes,Peterson,Wilson Jr.,Hopkins,Allen,Baldwin,Kelce,Redskins,2600,51,161
Mahommes,Peterson,Wilson Jr.,Brown,Adams,Sanders,Kelce,Redskins,2600,52,166
Mahommes,Peterson,Wilson Jr.,Brown,Allen,Baldwin,Kelce,Redskins,2800,51,162
Mahommes,Peterson,Wilson Jr.,Adams,Allen,Theilen,Kelce,Redskins,2600,51,164
Mahommes,Peterson,Samuels,Hopkins,Brown,Sutton,Kelce,Redskins,2800,51,160
Mahommes,Peterson,Samuels,Hopkins,Allen,Baldwin,Kelce,Redskins,2700,51,160
Mahommes,Peterson,Samuels,Brown,Adams,Sanders,Kelce,Redskins,2700,52,165
Mahommes,Peterson,Samuels,Brown,Allen,Baldwin,Kelce,Redskins,2900,51,161
Mahommes,Peterson,Samuels,Adams,Allen,Theilen,Kelce,Redskins,2700,51,163
Mahommes,Wilson Jr.,Samuels,Hopkins,Brown,Sanders,Kelce,Redskins,2900,49,160
Mahommes,Wilson Jr.,Samuels,Hopkins,Adams,Baldwin,Kelce,Redskins,2700,50,159
Mahommes,Wilson Jr.,Samuels,Hopkins,Allen,Theilen,Kelce,Redskins,2900,48,158
Mahommes,Wilson Jr.,Samuels,Brown,Adams,Baldwin,Kelce,Redskins,2900,50,160
Brees,Gurley,Lindsay,Baldwin,Godwin,Sutton,Kelce,Redskins,2700,56,165
Brees,Gurley,Peterson,Theilen,Sanders,Sutton,Kelce,Redskins,2900,54,162
Brees,Gurley,Wilson Jr.,Allen,Baldwin,Sutton,Kelce,Redskins,2700,52,160
Brees,Gurley,Wilson Jr.,Theilen,Baldwin,Godwin,Kelce,Redskins,2700,52,159
Brees,Gurley,Samuels,Adams,Sanders,Sutton,Kelce,Redskins,2600,53,163
Brees,Gurley,Samuels,Allen,Baldwin,Sutton,Kelce,Redskins,2800,52,159
Brees,Gurley,Samuels,Theilen,Baldwin,Godwin,Kelce,Redskins,2800,52,158
Brees,McCaffrey,Chubb,Baldwin,Godwin,Sutton,Kelce,Redskins,2600,56,169
Brees,McCaffrey,Peterson,Allen,Sanders,Sutton,Kelce,Redskins,2800,54,165
Brees,McCaffrey,Peterson,Theilen,Sanders,Godwin,Kelce,Redskins,2800,54,164
Brees,McCaffrey,Wilson Jr.,Brown,Godwin,Sutton,Kelce,Redskins,2700,52,162
Brees,McCaffrey,Wilson Jr.,Adams,Sanders,Sutton,Kelce,Redskins,2800,53,164
Brees,McCaffrey,Wilson Jr.,Allen,Baldwin,Godwin,Kelce,Redskins,2600,52,162
Brees,McCaffrey,Samuels,Hopkins,Godwin,Sutton,Kelce,Redskins,2600,52,160
Brees,McCaffrey,Samuels,Brown,Godwin,Sutton,Kelce,Redskins,2800,52,161
Brees,McCaffrey,Samuels,Adams,Sanders,Sutton,Kelce,Redskins,2900,53,163
Brees,McCaffrey,Samuels,Allen,Baldwin,Godwin,Kelce,Redskins,2700,52,161
Brees,McCaffrey,Samuels,Theilen,Baldwin,Sanders,Kelce,Redskins,2600,53,160
Brees,Elliot,Kamara,Sanders,Godwin,Sutton,Kelce,Redskins,2700,57,171
Brees,Elliot,Chubb,Baldwin,Sanders,Sutton,Kelce,Redskins,2800,57,170
Brees,Elliot,Lindsay,Theilen,Godwin,Sutton,Kelce,Redskins,2900,56,166
Brees,Elliot,Lindsay,Baldwin,Sanders,Godwin,Kelce,Redskins,2800,57,168
Brees,Elliot,Peterson,Allen,Baldwin,Sutton,Kelce,Redskins,2700,55,163
Brees,Elliot,Peterson,Theilen,Baldwin,Godwin,Kelce,Redskins,2700,55,162
Brees,Elliot,Wilson Jr.,Hopkins,Sanders,Sutton,Kelce,Redskins,2700,53,162
Brees,Elliot,Wilson Jr.,Brown,Sanders,Sutton,Kelce,Redskins,2900,53,163
Brees,Elliot,Wilson Jr.,Adams,Baldwin,Sutton,Kelce,Redskins,2700,54,162
Brees,Elliot,Wilson Jr.,Allen,Theilen,Sutton,Kelce,Redskins,2900,52,161
Brees,Elliot,Wilson Jr.,Allen,Baldwin,Sanders,Kelce,Redskins,2800,53,163
Brees,Elliot,Samuels,Hopkins,Sanders,Sutton,Kelce,Redskins,2800,53,161
Brees,Elliot,Samuels,Brown,Sanders,Godwin,Kelce,Redskins,2600,53,164
Brees,Elliot,Samuels,Adams,Baldwin,Sutton,Kelce,Redskins,2800,54,161
Brees,Elliot,Samuels,Allen,Theilen,Godwin,Kelce,Redskins,2600,52,162
Brees,Elliot,Samuels,Allen,Baldwin,Sanders,Kelce,Redskins,2900,53,162
Brees,Kamara,Chubb,Allen,Godwin,Sutton,Kelce,Redskins,2600,56,173
Brees,Kamara,Chubb,Baldwin,Sanders,Godwin,Kelce,Redskins,2900,57,172
Brees,Kamara,Lindsay,Theilen,Sanders,Sutton,Kelce,Redskins,2900,57,168
Brees,Kamara,Peterson,Hopkins,Godwin,Sutton,Kelce,Redskins,2700,55,164
Brees,Kamara,Peterson,Brown,Godwin,Sutton,Kelce,Redskins,2900,55,165
Brees,Kamara,Peterson,Adams,Sanders,Godwin,Kelce,Redskins,2600,56,169
Brees,Kamara,Peterson,Allen,Baldwin,Godwin,Kelce,Redskins,2800,55,165
Brees,Kamara,Peterson,Theilen,Baldwin,Sanders,Kelce,Redskins,2700,56,164
Brees,Kamara,Wilson Jr.,Hopkins,Sanders,Godwin,Kelce,Redskins,2800,53,164
Brees,Kamara,Wilson Jr.,Brown,Baldwin,Sutton,Kelce,Redskins,2600,54,162
Brees,Kamara,Wilson Jr.,Adams,Baldwin,Godwin,Kelce,Redskins,2800,54,164
Brees,Kamara,Samuels,Hopkins,Sanders,Godwin,Kelce,Redskins,2900,53,163
Brees,Kamara,Samuels,Brown,Baldwin,Sutton,Kelce,Redskins,2700,54,161
Brees,Kamara,Samuels,Adams,Baldwin,Godwin,Kelce,Redskins,2900,54,163
Brees,Kamara,Samuels,Allen,Theilen,Sanders,Kelce,Redskins,2600,53,164
Brees,Chubb,Lindsay,Hopkins,Godwin,Sutton,Kelce,Redskins,2600,56,169
Brees,Chubb,Lindsay,Brown,Godwin,Sutton,Kelce,Redskins,2800,56,170
Brees,Chubb,Lindsay,Adams,Sanders,Sutton,Kelce,Redskins,2900,57,172
Brees,Chubb,Lindsay,Allen,Baldwin,Godwin,Kelce,Redskins,2700,56,170
Brees,Chubb,Lindsay,Theilen,Baldwin,Sanders,Kelce,Redskins,2600,57,169
Brees,Chubb,Peterson,Hopkins,Baldwin,Sutton,Kelce,Redskins,2800,55,163
Brees,Chubb,Peterson,Brown,Baldwin,Godwin,Kelce,Redskins,2600,55,166
Brees,Chubb,Peterson,Adams,Theilen,Sutton,Kelce,Redskins,2800,55,166
Brees,Chubb,Peterson,Adams,Baldwin,Sanders,Kelce,Redskins,2700,56,168
Brees,Chubb,Peterson,Allen,Theilen,Sanders,Kelce,Redskins,2900,54,167
Brees,Chubb,Wilson Jr.,Hopkins,Allen,Sutton,Kelce,Redskins,2600,52,164
Brees,Chubb,Wilson Jr.,Hopkins,Theilen,Godwin,Kelce,Redskins,2600,52,163
Brees,Chubb,Wilson Jr.,Hopkins,Baldwin,Sanders,Kelce,Redskins,2900,53,163
Brees,Chubb,Wilson Jr.,Brown,Allen,Sutton,Kelce,Redskins,2800,52,165
Brees,Chubb,Wilson Jr.,Brown,Theilen,Godwin,Kelce,Redskins,2800,52,164
Brees,Chubb,Wilson Jr.,Adams,Theilen,Sanders,Kelce,Redskins,2900,53,166
Brees,Chubb,Samuels,Hopkins,Allen,Sutton,Kelce,Redskins,2700,52,163
Brees,Chubb,Samuels,Hopkins,Theilen,Godwin,Kelce,Redskins,2700,52,162
Brees,Chubb,Samuels,Brown,Allen,Sutton,Kelce,Redskins,2900,52,164
Brees,Chubb,Samuels,Brown,Theilen,Godwin,Kelce,Redskins,2900,52,163
Brees,Chubb,Samuels,Adams,Allen,Sanders,Kelce,Redskins,2600,53,168
Brees,Lindsay,Peterson,Hopkins,Baldwin,Godwin,Kelce,Redskins,2800,55,161
Brees,Lindsay,Peterson,Brown,Theilen,Sutton,Kelce,Redskins,2600,55,162
Brees,Lindsay,Peterson,Adams,Allen,Sutton,Kelce,Redskins,2800,55,165
Brees,Lindsay,Peterson,Adams,Theilen,Godwin,Kelce,Redskins,2800,55,164
